Date,Open,High,Low,Close,Adj Close,Volume
2023-01-30,23.260000228881836,23.6299991607666,23.25,23.43000030517578,23.43000030517578,2592300
2023-01-31,23.40999984741211,24.43000030517578,23.270000457763672,24.389999389648438,24.389999389648438,2461300
2023-02-01,24.010000228881836,24.610000610351562,23.56999969482422,24.530000686645508,24.530000686645508,2242400
2023-02-02,25.100000381469727,26.760000228881836,25.09000015258789,26.329999923706055,26.329999923706055,5808400
2023-02-03,25.700000762939453,25.8700008392334,24.719999313354492,24.850000381469727,24.850000381469727,3745300
2023-02-06,24.3700008392334,24.43000030517578,23.6299991607666,23.93000030517578,23.93000030517578,2065400
2023-02-07,23.719999313354492,24.280000686645508,23.469999313354492,23.940000534057617,23.940000534057617,2073000
2023-02-08,23.850000381469727,24.010000228881836,23.389999389648438,23.43000030517578,23.43000030517578,1775600
2023-02-09,23.600000381469727,23.770000457763672,22.829999923706055,22.899999618530273,22.899999618530273,1485200
2023-02-10,22.760000228881836,23.239999771118164,22.649999618530273,23.1299991607666,23.1299991607666,2121100
2023-02-13,23.1299991607666,23.520000457763672,22.979999542236328,23.489999771118164,23.489999771118164,2091500
2023-02-14,23.639999389648438,23.670000076293945,22.6200008392334,23.049999237060547,23.049999237060547,3652500
2023-02-15,22.81999969482422,23.440000534057617,22.739999771118164,23.3700008392334,23.3700008392334,1865800
2023-02-16,23.0,23.0,22.510000228881836,22.520000457763672,22.520000457763672,2249900
2023-02-17,22.510000228881836,22.510000228881836,21.940000534057617,22.110000610351562,22.110000610351562,2455300
2023-02-21,21.799999237060547,22.0,21.1200008392334,21.149999618530273,21.149999618530273,3910900
2023-02-22,21.149999618530273,21.3700008392334,20.709999084472656,20.850000381469727,20.850000381469727,2165400
2023-02-23,20.93000030517578,21.190000534057617,20.65999984741211,20.920000076293945,20.920000076293945,1889100
2023-02-24,20.520000457763672,20.610000610351562,20.18000030517578,20.389999389648438,20.389999389648438,2059800
2023-02-27,20.600000381469727,20.68000030517578,19.920000076293945,20.010000228881836,20.010000228881836,2434400
2023-02-28,19.969999313354492,20.18000030517578,19.780000686645508,19.780000686645508,19.780000686645508,2981000
2023-03-01,19.510000228881836,19.770000457763672,19.3799991607666,19.579999923706055,19.579999923706055,2487800
2023-03-02,19.389999389648438,19.719999313354492,19.149999618530273,19.600000381469727,19.600000381469727,4428100
2023-03-03,19.200000762939453,19.6299991607666,19.200000762939453,19.510000228881836,19.510000228881836,4443100
2023-03-06,19.809999465942383,20.200000762939453,19.600000381469727,19.770000457763672,19.770000457763672,2482700
2023-03-07,19.690000534057617,19.889999389648438,18.6299991607666,18.649999618530273,18.649999618530273,3741300
2023-03-08,18.649999618530273,19.049999237060547,18.56999969482422,18.760000228881836,18.760000228881836,2954900
2023-03-09,18.450000762939453,18.540000915527344,17.829999923706055,17.8799991607666,17.8799991607666,3642300
2023-03-10,17.75,17.829999923706055,16.770000457763672,17.110000610351562,17.110000610351562,6058900
2023-03-13,16.81999969482422,17.579999923706055,16.6299991607666,17.110000610351562,17.110000610351562,6009000
2023-03-14,17.440000534057617,17.860000610351562,16.020000457763672,16.209999084472656,16.209999084472656,6269200
2023-03-15,15.789999961853027,16.399999618530273,15.300000190734863,16.06999969482422,16.06999969482422,7332900
2023-03-16,15.75,15.90999984741211,14.859999656677246,15.300000190734863,15.300000190734863,7239000
2023-03-17,15.390000343322754,15.390000343322754,13.800000190734863,14.199999809265137,14.199999809265137,13606000
2023-03-20,14.199999809265137,15.010000228881836,14.199999809265137,14.380000114440918,14.380000114440918,7727300
2023-03-21,14.619999885559082,15.470000267028809,14.510000228881836,14.890000343322754,14.890000343322754,6497900
2023-03-22,14.720000267028809,14.869999885559082,13.970000267028809,14.0,14.0,6704900
2023-03-23,13.989999771118164,14.25,12.84000015258789,12.960000038146973,12.960000038146973,9285500
2023-03-24,12.75,13.609999656677246,12.529999732971191,13.579999923706055,13.579999923706055,8124300
2023-03-27,14.100000381469727,14.300000190734863,13.699999809265137,14.020000457763672,14.020000457763672,6290500
2023-03-28,13.760000228881836,14.289999961853027,13.600000381469727,14.180000305175781,14.180000305175781,4787400
2023-03-29,14.550000190734863,14.90999984741211,14.399999618530273,14.779999732971191,14.779999732971191,4896700
2023-03-30,15.069999694824219,15.5600004196167,14.819999694824219,15.010000228881836,15.010000228881836,4902300
2023-03-31,15.09000015258789,15.380000114440918,14.720000267028809,15.369999885559082,15.369999885559082,3892400
2023-04-03,15.760000228881836,16.309999465942383,15.399999618530273,15.510000228881836,15.510000228881836,5323900
